imageUri,qaCorrection
s3://qa-manager-prod/golden_questions/1609875018/337/675_29.68656629_-94.63644103_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/338/676_29.84475881_-94.37955081_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/339/677_29.84449484_-94.38010815_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/34/1070_29.76077488_-94.6755177_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609875018/34/1070_29.76077488_-94.6755177_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Fair"", ""Tree_None"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609875018/34/1070_29.76077488_-94.6755177_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609875018/340/678_29.80697064_-94.40127423_ortho.jpg,"[""Solar_No"", ""Type_Flat"", ""Material_Metal"", ""Pool_No"", ""Tree_Low"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1609875018/340/678_29.80697064_-94.40127423_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/341/67_29.81355629_-94.36025857_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/342/683_29.86494096_-94.3887634_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/343/685_29.80374617_-94.39173808_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609875018/343/685_29.80374617_-94.39173808_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_Low"", ""Pool_Yes"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609875018/343/685_29.80374617_-94.39173808_ortho.jpg,"[""Solar_No"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Pool_Yes"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1609875018/344/687_29.849096399999997_-94.39620581_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/344/687_29.849096399999997_-94.39620581_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Condition_Poor"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609875018/345/688_29.85106056_-94.39546117_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/346/689_29.85085069_-94.39565782_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/347/68_29.81295689_-94.36124348_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/348/693_29.86143483_-94.60139416_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Flat"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/348/693_29.86143483_-94.60139416_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Metal"", ""Condition_Fair"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/348/693_29.86143483_-94.60139416_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Condition_Fair"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/349/696_29.86136492_-94.60111341_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/349/696_29.86136492_-94.60111341_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/35/1077_29.68454823_-94.69254363_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/350/697_29.85915707_-94.38467553_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/351/698_29.85913086_-94.38487192_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/351/698_29.85913086_-94.38487192_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/352/69_29.81348004_-94.36166814_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/353/701_29.85388516_-94.50880444_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/353/701_29.85388516_-94.50880444_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Flat"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/354/704_29.88346717_-94.66492105_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/355/708_29.82342351_-94.40171509999999_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/356/717_29.84854396_-94.48311266_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/357/718_29.84381474_-94.484563_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/358/719_29.84374082_-94.48451294_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/358/719_29.84374082_-94.48451294_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/358/719_29.84374082_-94.48451294_ortho.jpg,"[""Solar_No"", ""Tree_Low"", ""Pool_No"", ""Condition_Good"", ""Material_Metal"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/359/71_29.81277446_-94.36089009_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/36/107_29.79486582_-94.91957042_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/360/721_29.84598211_-94.48605648_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/361/722_29.84375907_-94.4848356_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/362/724_29.85152016_-94.38332721_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/363/725_29.86521046_-94.40048346_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/363/725_29.86521046_-94.40048346_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/364/728_29.84125219_-94.40164898_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/365/729_29.84139893_-94.40190793_ortho.jpg,"[""Type_Mixed"", ""Tree_High"", ""Condition_Fair"", ""Pool_No"", ""Solar_No"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609875018/365/729_29.84139893_-94.40190793_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_High"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/365/729_29.84139893_-94.40190793_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Tree_High"", ""Condition_Fair"", ""Material_Metal"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/366/72_29.75921379_-94.67765565_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Pool_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609875018/366/72_29.75921379_-94.67765565_ortho.jpg,"[""Condition_Good"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/366/72_29.75921379_-94.67765565_ortho.jpg,"[""Type_Mixed"", ""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/367/731_29.84117476_-94.40190108_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Mixed"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/367/731_29.84117476_-94.40190108_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Condition_Good"", ""Material_Metal"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609875018/367/731_29.84117476_-94.40190108_ortho.jpg,"[""Tree_Medium"", ""Solar_No"", ""Type_Mixed"", ""Pool_No"", ""Condition_Good"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609875018/368/73_29.79811862_-94.83168725_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609875018/368/73_29.79811862_-94.83168725_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_Yes"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609875018/368/73_29.79811862_-94.83168725_ortho.jpg,"[""Material_Shingle"", ""Solar_No"", ""Condition_Fair"", ""Tree_Low"", ""Pool_Yes"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/369/740_29.82322252_-94.40564883_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/37/1080_29.696183899999998_-94.67745932_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/37/1080_29.696183899999998_-94.67745932_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Good"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609875018/370/743_29.76928669_-94.37910669_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/370/743_29.76928669_-94.37910669_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Poor"", ""Tree_Medium"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/371/745_29.786028700000003_-94.39106939_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/372/746_29.80336041_-94.39260635_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/373/747_29.8033175_-94.39270183_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/374/748_29.80393103_-94.39315819_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/375/74_29.82363284_-94.4053383_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/375/74_29.82363284_-94.4053383_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/375/74_29.82363284_-94.4053383_ortho.jpg,"[""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Condition_Fair"", ""Pool_No"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1609875018/376/754_29.80927905_-94.3875665_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/377/755_29.81495947_-94.3989501_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/378/759_29.79216003_-94.38699797_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/378/759_29.79216003_-94.38699797_ortho.jpg,"[""Tree_Medium"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609875018/378/759_29.79216003_-94.38699797_ortho.jpg,"[""Solar_No"", ""Tree_Medium"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/379/75_29.82338821_-94.40549890000001_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/38/1082_29.77067942_-94.68123562_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/380/761_29.83537396_-94.40794896_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/381/764_29.8190507_-94.38887553_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/382/765_29.82124739_-94.40820328_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/382/765_29.82124739_-94.40820328_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/382/765_29.82124739_-94.40820328_ortho.jpg,"[""Tree_Medium"", ""Material_Shingle"", ""Solar_No"", ""Type_Hip"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/383/76_29.8180613_-94.38156969_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Pool_No"", ""Tree_Low"", ""Condition_Fair"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1609875018/383/76_29.8180613_-94.38156969_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/383/76_29.8180613_-94.38156969_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/384/770_29.80556572_-94.40299025_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/385/771_29.78184923_-94.3828799_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/386/772_29.78241395_-94.38475716_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/387/774_29.817896700000002_-94.38164399_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/387/774_29.817896700000002_-94.38164399_ortho.jpg,"[""Tree_Medium"", ""Material_Shingle"", ""Type_Gabled"", ""Pool_No"", ""Condition_Fair"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609875018/387/774_29.817896700000002_-94.38164399_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_Medium"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/388/777_29.8606952_-94.40163121_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609875018/388/777_29.8606952_-94.40163121_ortho.jpg,"[""Tree_Medium"", ""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Pool_Yes"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/388/777_29.8606952_-94.40163121_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_Medium"", ""Condition_Fair"", ""Pool_Yes"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/389/778_29.8172836_-94.39013111_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609875018/389/778_29.8172836_-94.39013111_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/389/778_29.8172836_-94.39013111_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Pool_No"", ""Type_Gabled"", ""Condition_Good"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609875018/39/1083_29.76485624_-94.67926892_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/390/779_29.81747873_-94.39040691_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/391/781_29.886124600000006_-94.40415968_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/392/783_29.8048072_-94.4074933_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/393/790_29.88278785_-94.57733744_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/393/790_29.88278785_-94.57733744_ortho.jpg,"[""Tree_Medium"", ""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/393/790_29.88278785_-94.57733744_ortho.jpg,"[""Solar_No"", ""Tree_Medium"", ""Material_Shingle"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/394/796_29.87244866_-94.57802671_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Flat"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/394/796_29.87244866_-94.57802671_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Tree_Low"", ""Condition_Poor""]"
s3://qa-manager-prod/golden_questions/1609875018/394/796_29.87244866_-94.57802671_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Gabled"", ""Tree_High"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/395/797_29.80180814_-94.38627549_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/395/797_29.80180814_-94.38627549_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Condition_Fair"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/396/79_29.81128906_-94.48002173_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/397/802_29.860026_-94.38324981_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/398/805_29.80810224_-94.39027669_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/399/807_29.79079836_-94.37935896_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Flat"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/399/807_29.79079836_-94.37935896_ortho.jpg,"[""Tree_Medium"", ""Type_Flat"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609875018/4/1010_29.76576536_-94.63751301_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/40/1084_29.76494533_-94.67936703_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/400/809_29.82342096_-94.40504962_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/401/810_29.87690289_-94.38311818_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/402/814_29.76786507_-94.64658279_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/402/814_29.76786507_-94.64658279_ortho.jpg,"[""Solar_No"", ""Condition_Poor"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609875018/402/814_29.76786507_-94.64658279_ortho.jpg,"[""Solar_No"", ""Condition_Poor"", ""Pool_No"", ""Tree_Low"", ""Material_Metal"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609875018/403/816_29.76413769_-94.62724689_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/404/818_29.8194343_-94.66349578_ortho.jpg,"[""Condition_Damaged"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609875018/404/818_29.8194343_-94.66349578_ortho.jpg,"[""Material_Shingle"", ""Condition_Damaged"", ""Type_Gabled"", ""Pool_No"", ""Tree_Medium"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609875018/404/818_29.8194343_-94.66349578_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/405/820_29.80064011_-94.64201122_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/405/820_29.80064011_-94.64201122_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Mixed"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/405/820_29.80064011_-94.64201122_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Tree_Medium""]"
s3://qa-manager-prod/golden_questions/1609875018/406/823_29.79539951_-94.63531783_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/407/824_29.79259245_-94.63960823_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/408/826_29.85038912_-94.66659514_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/408/826_29.85038912_-94.66659514_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609875018/409/828_29.80329006_-94.64312594_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/41/1085_29.84966904_-94.70314090000001_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/410/833_29.75679554_-94.64647421_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/411/834_29.75671459_-94.64652018_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/412/835_29.69713509_-94.64461029_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/413/836_29.767184399999998_-94.65001367_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/414/837_29.76446521_-94.63089148_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/415/839_29.76267045_-94.63113275_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/415/839_29.76267045_-94.63113275_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_High"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/416/83_29.77200228_-94.67195895_ortho.jpg,"[""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/416/83_29.77200228_-94.67195895_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609875018/416/83_29.77200228_-94.67195895_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/417/841_29.76299092_-94.63089000000001_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/418/842_29.76173513_-94.63174359_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/419/846_29.88341459_-94.66527222_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/42/1087_29.77773528_-94.67361394_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/42/1087_29.77773528_-94.67361394_ortho.jpg,"[""Solar_No"", ""Condition_Poor"", ""Pool_No"", ""Type_Gabled"", ""Material_Metal"", ""Tree_Medium""]"
s3://qa-manager-prod/golden_questions/1609875018/420/848_29.88388169_-94.66053177_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/421/84_29.77616016_-94.6723981_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/421/84_29.77616016_-94.6723981_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609875018/422/850_29.88038615_-94.66229261_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/423/851_29.88447424_-94.66203433_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/424/852_29.8804091_-94.66238734_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/425/853_29.88165214_-94.66447058_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/426/854_29.79398766_-94.656791_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/427/859_29.79460782_-94.64317918_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/427/859_29.79460782_-94.64317918_ortho.jpg,"[""Tree_High"", ""Type_Gabled"", ""Material_Metal"", ""Pool_Yes"", ""Condition_Fair"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609875018/428/862_29.67033659_-94.6598372_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/429/863_29.67074443_-94.65965282_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/43/1088_29.84769323_-94.67122447_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609875018/430/865_29.81893764_-94.65328439_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
